"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type"
4.33562030891381e-08,-0.34219791007825,0.498,0.399,0.00148178495297747,"PIGL","L5 IT"
4.39484342343072e-08,-0.533063217771739,0.358,0.278,0.00150202563682592,"DOC2A","L5 IT"
4.39608515442581e-08,-0.328608878643224,0.384,0.3,0.00150245002322811,"CRLS1","L5 IT"
4.42472914377191e-08,0.297162267264332,0.153,0.105,0.00151223967946693,"IGSF1","L5 IT"
4.44045114307869e-08,-0.28801948774828,0.201,0.145,0.00151761298717,"CHMP4A","L5 IT"
4.44166521479627e-08,-0.33509881242166,0.277,0.212,0.00151802792046092,"COQ9","L5 IT"
4.45657886787025e-08,-0.466932516555745,0.327,0.253,0.00152312495967202,"WDR5","L5 IT"
4.58049406222978e-08,-0.252666601432213,0.423,0.334,0.00156547545564827,"PITPNB","L5 IT"
4.61014359285898e-08,-0.352316230917045,0.247,0.183,0.00157560877573141,"NDUFS7","L5 IT"
4.70318940597289e-08,-0.374693920014763,0.452,0.36,0.00160740904327936,"CCDC93","L5 IT"
4.7035383543251e-08,0.619986763770896,0.107,0.067,0.00160752830335769,"RPRM","L5 IT"
4.73189368824153e-08,-0.326591149192726,0.314,0.244,0.00161721930583031,"MRPS30","L5 IT"
4.74818364813328e-08,1.05234276420952,0.106,0.066,0.00162278672542251,"AC092111.2","L5 IT"
4.76493564785005e-08,-0.511070813809422,0.489,0.385,0.00162851205636571,"FBXO9","L5 IT"
4.78545652624297e-08,-0.285667858963341,0.231,0.17,0.00163552547697406,"GSK3A","L5 IT"
4.8092368446092e-08,-0.303493754017452,0.486,0.388,0.00164365287638209,"CNRIP1","L5 IT"
4.84016328223201e-08,-0.26236216025009,0.114,0.072,0.00165422260496844,"AC138969.1","L5 IT"
4.89725829887617e-08,-0.286403260856906,0.323,0.253,0.00167373596880691,"ABCE1","L5 IT"
4.90326612120536e-08,-0.485467185560444,0.327,0.252,0.00167578926224436,"MTIF3","L5 IT"
4.91530972453709e-08,-0.507592883351278,0.135,0.09,0.00167990540455504,"CHRNA4","L5 IT"
4.95829135845895e-08,-0.317169574345344,0.363,0.284,0.00169459523758052,"USP13","L5 IT"
4.96047145539844e-08,-0.649087947711127,0.303,0.231,0.00169534032931153,"SUPT5H","L5 IT"
4.98531206701005e-08,0.399278041208766,0.176,0.122,0.00170383010514202,"ANKRD20A3","L5 IT"
5.00409809326139e-08,-0.297257642551028,0.397,0.312,0.00171025060533395,"PTPDC1","L5 IT"
5.04109320962192e-08,-0.276521604959798,0.235,0.173,0.00172289442625248,"TRIM16","L5 IT"
5.07254119432368e-08,-0.402247521361181,0.287,0.219,0.001733642403984,"MTO1","L5 IT"
5.10225668951289e-08,-0.254345406140249,0.335,0.264,0.00174379826877482,"DRG1","L5 IT"
5.11699512988062e-08,-0.287104458235436,0.362,0.285,0.0017488354255393,"DDX19A","L5 IT"
5.23521281201871e-08,-0.456302929604339,0.254,0.19,0.00178923868276363,"DDX51","L5 IT"
5.28781823201854e-08,-0.267749975449648,0.349,0.271,0.00180721763715698,"TRAF6","L5 IT"
5.33311044274864e-08,-0.254756052615852,0.291,0.222,0.0018226971560182,"GTF3C2","L5 IT"
5.4585424456098e-08,-0.261904344237084,0.527,0.424,0.00186556605163606,"HSPA4L","L5 IT"
5.48105375560158e-08,-0.274007829834128,0.31,0.237,0.00187325974205195,"FAM160B1","L5 IT"
5.49314154013862e-08,-0.270570900788097,0.362,0.287,0.00187739098417318,"VPS26C","L5 IT"
5.52599047502407e-08,-0.41986188716835,0.257,0.193,0.00188861776464898,"RCBTB1","L5 IT"
5.53646759732733e-08,-0.264538805141647,0.471,0.376,0.00189219853073856,"SCG3","L5 IT"
5.53663712497809e-08,0.382395334907989,0.154,0.106,0.00189225647020376,"LINC02024","L5 IT"
5.54501441023519e-08,-0.489011682091503,0.161,0.111,0.00189511957498608,"MON1A","L5 IT"
5.55379512424014e-08,-0.350229342231497,0.145,0.098,0.00189812055961155,"HRH3","L5 IT"
5.60289551994294e-08,-0.357147016321398,0.368,0.289,0.0019149016018509,"ATXN2L","L5 IT"
5.73118693542001e-08,-0.263105923548567,0.236,0.175,0.0019587477589185,"POLE","L5 IT"
5.79869981361053e-08,-0.321586113392566,0.322,0.25,0.00198182163529767,"LEPR","L5 IT"
5.84601853670908e-08,-0.270786772651222,0.488,0.383,0.00199799375529106,"HLTF","L5 IT"
6.18079166602924e-08,-0.328020599709767,0.49,0.395,0.00211240916769881,"UBA2","L5 IT"
6.19246861186464e-08,-0.451502114509421,0.155,0.106,0.00211639999747698,"DGAT1","L5 IT"
6.22696712407296e-08,-1.33297235269867,0.074,0.117,0.00212819055399442,"GAD1","L5 IT"
6.23937373746203e-08,-0.339278736118202,0.313,0.242,0.0021324307622524,"ADCYAP1R1","L5 IT"
6.27341187424195e-08,-0.386466387214501,0.316,0.243,0.00214406397625967,"COG2","L5 IT"
6.30701288633114e-08,-0.340927726079804,0.334,0.255,0.00215554779416139,"SMIM17","L5 IT"
6.31772984202188e-08,-0.674766835632157,0.085,0.13,0.00215921052810782,"CHST9","L5 IT"
6.35769202006451e-08,-0.348087129258984,0.267,0.202,0.00217286840169745,"TMEM87B","L5 IT"
6.35961730357966e-08,0.27706522068127,0.284,0.219,0.00217352640584442,"SLC2A3","L5 IT"
6.3668017803862e-08,-0.530008432958599,0.437,0.349,0.00217598184448259,"RAPGEFL1","L5 IT"
6.38797380084986e-08,0.645081478693529,0.126,0.082,0.00218321780591646,"DZIP1L","L5 IT"
6.41518508853974e-08,-0.464759915475392,0.188,0.132,0.00219251780771023,"STEAP1B","L5 IT"
6.44384308533903e-08,-0.28509976484926,0.185,0.132,0.00220231225127632,"FCSK","L5 IT"
6.48710787280683e-08,0.445788553903543,0.106,0.067,0.00221709885768919,"NPIPB11","L5 IT"
6.59128730260893e-08,-0.30205102964404,0.126,0.081,0.00225270426141265,"AC022424.1","L5 IT"
6.60659104153416e-08,-0.259417899704628,0.138,0.091,0.00225793462026513,"PFN1","L5 IT"
6.902276060886e-08,-0.324770205132502,0.359,0.282,0.00235899088932901,"WASHC5","L5 IT"
6.97745679331816e-08,-0.353520197808372,0.325,0.246,0.00238468540825235,"ATP6V0B","L5 IT"
7.11613253604767e-08,0.428697782921848,0.14,0.095,0.00243208061684501,"AL135910.1","L5 IT"
7.16882885693795e-08,-0.286508183604748,0.136,0.09,0.00245009063843568,"SCNN1D","L5 IT"
7.70100937589433e-08,-0.267173750632345,0.372,0.29,0.00263197397439941,"GK","L5 IT"
7.7387765003201e-08,-0.270867826888789,0.367,0.287,0.0026448816445144,"GTPBP10","L5 IT"
7.76896663918925e-08,0.298455131423093,0.236,0.177,0.00265519972827571,"LINC01237","L5 IT"
7.83884926059562e-08,-0.373460586348592,0.325,0.254,0.00267908351179377,"EIF2AK1","L5 IT"
7.84033499506182e-08,-0.512186220546131,0.24,0.178,0.00267959129126228,"TRIM3","L5 IT"
7.88762533690857e-08,-0.33065807731518,0.267,0.201,0.00269575371139524,"MALSU1","L5 IT"
8.05275661788912e-08,-0.612159504155871,0.126,0.081,0.00275219062929597,"PLCH2","L5 IT"
8.14213319085609e-08,-0.259776814827425,0.166,0.116,0.00278273686063889,"USP35","L5 IT"
8.21203745915012e-08,-0.269662613125934,0.317,0.245,0.00280662804241374,"PEX5","L5 IT"
8.22893184899666e-08,-0.827135222890711,0.128,0.178,0.00281240203803159,"CELF2-AS2","L5 IT"
8.30536159463994e-08,-1.06988209633351,0.106,0.152,0.00283852343220009,"COL5A2","L5 IT"
8.3094292443457e-08,-0.424998473555232,0.299,0.229,0.00283991363284003,"GEMIN5","L5 IT"
8.33095871587263e-08,-0.454756778068342,0.18,0.128,0.00284727176032379,"AMER3","L5 IT"
8.61834707565322e-08,0.390309860742117,0.232,0.172,0.002945492480046,"ANKRD49","L5 IT"
8.64942638635041e-08,0.323317055642729,0.152,0.104,0.00295611445606298,"AC130650.2","L5 IT"
8.7223924223271e-08,-0.342223573792155,0.54,0.431,0.00298105205817873,"C11orf58","L5 IT"
9.09047136736319e-08,-0.344012780065636,0.416,0.329,0.00310685039922372,"SMARCA5","L5 IT"
9.13821769058876e-08,0.289977417350621,0.258,0.198,0.00312316866011252,"AC021134.1","L5 IT"
9.23368122882804e-08,0.259668907304423,0.143,0.097,0.00315579523357656,"AC025262.1","L5 IT"
9.44305332919765e-08,-0.455225122473983,0.102,0.063,0.00322735233631988,"SCX","L5 IT"
9.61932239345569e-08,-0.254533287170916,0.31,0.242,0.00328759581441135,"TUBGCP2","L5 IT"
9.6350126730436e-08,-0.422171059361345,0.152,0.104,0.00329295828126611,"TNFAIP1","L5 IT"
9.66034914592562e-08,-0.381787078304407,0.156,0.107,0.003301617527603,"C19orf44","L5 IT"
9.71879109724835e-08,0.613999072780649,0.16,0.112,0.00332159123330657,"CYP4Z1","L5 IT"
9.91864286012623e-08,-0.365050364315772,0.613,0.502,0.00338989457030534,"LUC7L","L5 IT"
1.02071681028005e-07,0.319528411483838,0.211,0.154,0.00348850384249413,"TNFRSF11A","L5 IT"
1.02249037303118e-07,-0.314764269492995,0.238,0.178,0.00349456534790866,"MICALL2","L5 IT"
1.05486437273313e-07,-0.386328492544369,0.199,0.143,0.00360520996669001,"MRPL4","L5 IT"
1.06866142724807e-07,0.367532079340619,0.167,0.118,0.00365236415990573,"PIGP","L5 IT"
1.08760017028417e-07,-0.30493688706032,0.266,0.201,0.0037170911019802,"TCFL5","L5 IT"
1.08870563393753e-07,0.300908920971158,0.186,0.136,0.00372086924510829,"ZNF433-AS1","L5 IT"
1.10984414436803e-07,-0.252901766387559,0.268,0.204,0.00379311433220662,"AKAP8","L5 IT"
1.11558177009111e-07,0.380890878827975,0.196,0.142,0.00381272381564038,"REXO1","L5 IT"
1.11735557725841e-07,-0.56910829150768,0.159,0.111,0.00381878615639605,"PPP1R37","L5 IT"
1.1262486942504e-07,-0.356457093737562,0.243,0.183,0.00384918016233959,"BFAR","L5 IT"
1.12816128205296e-07,-0.551187446711378,0.239,0.179,0.0038557168136724,"CENPT","L5 IT"
1.1620655856994e-07,-0.361452682305241,0.259,0.195,0.00397159155224483,"MZT2A","L5 IT"
1.16445555512332e-07,-0.28391057174079,0.201,0.145,0.00397975975074499,"IER3IP1","L5 IT"
1.18330482280499e-07,-0.403910320470445,0.327,0.255,0.00404418089290062,"SNW1","L5 IT"
1.18977158038901e-07,-0.544190640143437,0.266,0.201,0.00406628233029552,"RBBP7","L5 IT"
1.19745592019258e-07,0.40458176006574,0.138,0.094,0.00409254509844217,"RAB39B","L5 IT"
1.19906106451949e-07,-0.750558369839992,0.125,0.174,0.00409803100020827,"AC002463.1","L5 IT"
1.20412225440808e-07,-0.254837270759505,0.431,0.344,0.0041153286288905,"TSPAN13","L5 IT"
1.21319816977403e-07,-0.296705232337637,0.302,0.233,0.00414634738483669,"THUMPD1","L5 IT"
1.21834542672742e-07,0.31442194907569,0.142,0.097,0.0041639391649263,"AL035458.2","L5 IT"
1.2697068958776e-07,-0.275799141719783,0.393,0.313,0.00433947725804086,"VAPB","L5 IT"
1.27868798965428e-07,-0.414546498395822,0.402,0.322,0.00437017194224142,"SIRT5","L5 IT"
1.31072017156903e-07,-0.25537293405182,0.404,0.323,0.00447964833037147,"CUL2","L5 IT"
1.33858631186489e-07,-0.411275759856988,0.111,0.07,0.00457488643806063,"ACHE","L5 IT"
1.34201000571296e-07,-0.285113806995704,0.535,0.429,0.00458658759652517,"SCAMP1","L5 IT"
1.34246332916003e-07,-0.262930066002168,0.24,0.18,0.00458813692007022,"TCTN2","L5 IT"
1.37026993681475e-07,-0.379097274071623,0.342,0.268,0.00468317156305175,"NUP42","L5 IT"
1.41075609939891e-07,-0.446989417040982,0.242,0.18,0.00482154112091567,"TIMM9","L5 IT"
1.41977370842456e-07,-0.344420857566555,0.22,0.164,0.00485236060328261,"RBM18","L5 IT"
1.4198542348518e-07,0.345735340544379,0.113,0.073,0.00485263581845298,"RBM15-AS1","L5 IT"
1.42103601926008e-07,-0.44142097635456,0.368,0.291,0.00485667480302519,"ZSWIM8","L5 IT"
1.44204336447854e-07,-0.305200183430978,0.34,0.264,0.0049284716067783,"TRAM1","L5 IT"
1.45522104605731e-07,-0.789275223015045,0.168,0.218,0.00497350896911006,"AC096576.3","L5 IT"
1.50090057496425e-07,-0.340910335222616,0.255,0.193,0.00512962789505531,"ATMIN","L5 IT"
1.50631426170056e-07,0.910250641721034,0.104,0.066,0.00514813025221402,"AC008667.1","L5 IT"
1.53018359474711e-07,-0.359222205456118,0.269,0.204,0.00522970847176721,"AC092944.1","L5 IT"
1.54732484553763e-07,-0.313455073643013,0.478,0.379,0.00528829212459397,"FARSB","L5 IT"
1.55614493490827e-07,-0.309593207923575,0.535,0.433,0.00531843654403598,"CAMKK2","L5 IT"
1.56989262468154e-07,-0.329148927212437,0.686,0.564,0.00536542202337409,"ADAM10","L5 IT"
1.58382018054058e-07,-0.319066693443169,0.259,0.197,0.00541302223103354,"PPP1R12C","L5 IT"
1.61656397790046e-07,-0.503322605951696,0.243,0.183,0.00552493070727039,"METTL5","L5 IT"
1.6166297347248e-07,-0.555006140809487,0.181,0.129,0.00552515544436895,"PRRT3","L5 IT"
1.62182449955253e-07,0.542916244297958,0.111,0.072,0.00554290959212067,"TAF5","L5 IT"
1.64299626536072e-07,-0.391368175859674,0.431,0.343,0.00561526833612334,"ICE2","L5 IT"
1.67366441739035e-07,-0.473968363631534,0.433,0.345,0.00572008287931499,"SLC11A2","L5 IT"
1.67417325079638e-07,-0.518049392848473,0.184,0.131,0.00572182191924678,"C2CD2L","L5 IT"
1.70001156302691e-07,-0.425563367427732,0.302,0.236,0.00581012951895707,"ETFRF1","L5 IT"
1.70012095458522e-07,-0.386900885684187,0.371,0.293,0.00581050338648589,"PPP1R3E","L5 IT"
1.74459368206389e-07,-0.488392090336251,0.252,0.188,0.00596249782718974,"BEGAIN","L5 IT"
1.76470926542783e-07,-0.90013293094919,0.076,0.118,0.00603124685645269,"ZNF451-AS1","L5 IT"
1.79766076882057e-07,-0.510126614738152,0.267,0.203,0.00614386520959807,"EHMT2","L5 IT"
1.80099681465734e-07,0.632340081270803,0.247,0.188,0.0061552668134544,"STOX1","L5 IT"
1.81086171484348e-07,-0.45176924415704,0.323,0.251,0.00618898208282058,"GLO1","L5 IT"
1.8152407569568e-07,0.31163019443816,0.149,0.103,0.00620394833505126,"SNCAIP","L5 IT"
1.81854712440168e-07,-0.336090420340611,0.334,0.263,0.00621524850706762,"NPIPA1","L5 IT"
1.82043605091576e-07,-0.275876134298916,0.207,0.152,0.00622170429121479,"TARS2","L5 IT"
1.83446405427994e-07,-0.54771152792182,0.326,0.253,0.00626964779831254,"MVD","L5 IT"
1.83918063226971e-07,-0.355554893389311,0.33,0.261,0.00628576764690819,"SRSF6","L5 IT"
1.84458643472621e-07,-0.574516782613196,0.178,0.126,0.00630424305796376,"ANKRD13B","L5 IT"
1.86973942543595e-07,-0.367656060262758,0.418,0.332,0.00639020843431243,"RAB5A","L5 IT"
1.92100354516816e-07,-0.287907034919275,0.16,0.11,0.00656541381632124,"DVL1","L5 IT"
1.97799631149204e-07,-0.852496541615,0.154,0.202,0.00676019799378636,"AL357873.1","L5 IT"
1.99053814908392e-07,0.385715259305303,0.113,0.073,0.00680306223212411,"AC090825.1","L5 IT"
2.00311204154678e-07,-0.334491312903281,0.345,0.274,0.00684603602439442,"TCEA1","L5 IT"
2.02679732697023e-07,-0.275397488007217,0.283,0.215,0.00692698522438615,"TRIM66","L5 IT"
2.05549627539416e-07,-0.284891101131911,0.295,0.227,0.00702506962041461,"ABCB8","L5 IT"
2.06586231672778e-07,0.769665347667831,0.111,0.072,0.00706049763988053,"SESN2","L5 IT"
2.09111814077377e-07,-0.289817882691885,0.408,0.327,0.00714681446972253,"CDK5RAP1","L5 IT"
2.09347606931538e-07,-0.326676857017462,0.379,0.304,0.00715487316209916,"B3GALNT2","L5 IT"
2.10773485712999e-07,0.526159822365256,0.109,0.07,0.00720360542121317,"AF064860.1","L5 IT"
2.11737476248624e-07,-0.438808747470097,0.117,0.076,0.00723655172574922,"PXN","L5 IT"
2.11771094456474e-07,-0.384611040312201,0.357,0.278,0.0072377006952389,"VPS26A","L5 IT"
2.1290340213544e-07,-0.284886483292319,0.142,0.096,0.00727639957478293,"OSBPL7","L5 IT"
2.12944740760945e-07,0.523517273262214,0.1,0.063,0.00727781240498682,"ZNF503","L5 IT"
2.1442465781096e-07,-0.485262106057406,0.517,0.42,0.00732839153000517,"GPALPP1","L5 IT"
2.15565411421078e-07,-0.287270755452783,0.375,0.3,0.0073673790661382,"COQ8A","L5 IT"
2.16774619262371e-07,-0.268422977359939,0.218,0.163,0.00740870616253005,"TBC1D10B","L5 IT"
2.18974708632742e-07,-0.91955225701265,0.124,0.17,0.00748389861694123,"AC027018.1","L5 IT"
2.1914247868651e-07,-0.253564648774828,0.204,0.152,0.00748963249406884,"CCDC181","L5 IT"
2.19534488914147e-07,-0.256654080884147,0.348,0.271,0.00750303022761881,"PLAA","L5 IT"
2.19772806909021e-07,-0.256445706773344,0.42,0.337,0.0075111752217296,"FASTKD2","L5 IT"
2.19787582648373e-07,-0.451142039511579,0.463,0.371,0.00751168021217345,"GPRASP1","L5 IT"
2.24766692941895e-07,-0.292160810017825,0.272,0.208,0.00768185126467516,"PPP2R5A","L5 IT"
2.25297368664335e-07,-0.302441640494487,0.448,0.355,0.00769998816884098,"DYNLL1","L5 IT"
2.26005541301573e-07,-0.435879889353222,0.176,0.124,0.00772419138506384,"TDRD6","L5 IT"
2.26982821626847e-07,-0.50518620600223,0.206,0.148,0.00775759189474076,"AMZ2","L5 IT"
2.27229412481052e-07,-0.341366056457821,0.143,0.098,0.0077660196303649,"COQ5","L5 IT"
2.29215556583606e-07,-0.305775637084905,0.257,0.195,0.00783390007735789,"HIRA","L5 IT"
2.30310019182539e-07,-0.282525714619764,0.111,0.071,0.00787130552560165,"C20orf96","L5 IT"
2.31634026720538e-07,0.338366741899957,0.183,0.134,0.00791655613122783,"LEFTY1","L5 IT"
2.34626275479275e-07,-0.457686191038958,0.37,0.292,0.00801882221705519,"SMPD4","L5 IT"
2.37503534467708e-07,0.609633154359859,0.12,0.08,0.00811715829750286,"EFCAB12","L5 IT"
2.37587365454372e-07,-0.299068131061324,0.143,0.098,0.00812002338913406,"SPTY2D1OS","L5 IT"
2.43219414134366e-07,-0.493964896319241,0.157,0.11,0.00831250991687022,"CNOT3","L5 IT"
2.43301893259576e-07,-0.32056437758221,0.262,0.2,0.00831532880593254,"DEK","L5 IT"
2.46242913089073e-07,0.36790921546899,0.342,0.274,0.00841584404064524,"NHS","L5 IT"
2.47971608640058e-07,-0.315241991915551,0.284,0.219,0.00847492566849127,"TSN","L5 IT"
2.4855935583471e-07,-0.25788814079995,0.191,0.139,0.00849501310436288,"FCF1","L5 IT"
2.49505675235371e-07,0.338486977931328,0.103,0.066,0.00852735546251927,"SLC9C2","L5 IT"
2.54651769964915e-07,-0.317661269930745,0.429,0.349,0.00870323354209092,"TMEM67","L5 IT"
2.56303527140383e-07,-0.251330044995538,0.139,0.093,0.00875968564707686,"ZNF555","L5 IT"
2.57824838671808e-07,-0.352731820349689,0.272,0.209,0.00881167951128638,"ENOPH1","L5 IT"
2.60459923831962e-07,-0.334592157561747,0.34,0.267,0.00890173881680498,"PSMB2","L5 IT"
2.64214988350699e-07,-0.304205296727842,0.252,0.19,0.00903007565686185,"SFXN3","L5 IT"
2.65079209811093e-07,0.366112089645748,0.21,0.155,0.00905961215371373,"NHSL2","L5 IT"
2.65527774354538e-07,0.258851352907083,0.168,0.119,0.00907494274411506,"PLGLB2","L5 IT"
2.67210235922608e-07,-0.314991428382182,0.41,0.327,0.00913244423312698,"COG3","L5 IT"
2.67221910381152e-07,-0.272719584090092,0.182,0.132,0.00913284323109663,"MYPOP","L5 IT"
2.68575457034865e-07,-0.366187360268977,0.37,0.295,0.00917910339508058,"ALG9","L5 IT"
2.69520025555182e-07,0.865936848915108,0.112,0.074,0.00921138591339945,"RMRP","L5 IT"
2.70566342569242e-07,-0.296654406098133,0.385,0.305,0.00924714588998898,"PLEKHB2","L5 IT"
2.71228078886458e-07,0.478249229911398,0.156,0.11,0.00926976205210247,"ADAMTSL2","L5 IT"
2.71827192114679e-07,-0.516617444170807,0.442,0.356,0.00929023794490338,"CYTH1","L5 IT"
2.73651180328532e-07,-0.352394166770835,0.341,0.269,0.00935257639008825,"ATG16L1","L5 IT"
2.75492363688541e-07,-0.291445937586721,0.262,0.203,0.00941550251378325,"LAMA4","L5 IT"
2.83522096706106e-07,-0.358649498946313,0.317,0.249,0.00968993469912459,"PNN","L5 IT"
2.8659164647014e-07,-0.464700936484716,0.205,0.151,0.00979484270140996,"COLGALT1","L5 IT"
2.86887534807716e-07,-0.352294488696443,0.444,0.356,0.00980495527712332,"IPO5","L5 IT"
2.91022428159247e-07,-0.260064343907462,0.519,0.413,0.00994627352719859,"RIC3","L5 IT"
2.91361727079038e-07,-0.315697678198597,0.192,0.14,0.0099578697463803,"KNTC1","L5 IT"
2.91984579131631e-07,-0.290422812731194,0.283,0.221,0.00997915696098177,"RTF2","L5 IT"
2.92187431615032e-07,-0.780980892633532,0.107,0.152,0.00998608985030694,"AC211433.1","L5 IT"
2.92558007891233e-07,-0.30927352451849,0.557,0.443,0.00999875503569867,"ATG2B","L5 IT"
2.92896895523857e-07,-0.374500199684228,0.218,0.162,0.0100103371983189,"CADM4","L5 IT"
2.94060297913408e-07,-0.278039957757786,0.321,0.248,0.0100500988017865,"RUSC1","L5 IT"
3.01921745251335e-07,0.43659684736619,0.154,0.108,0.0103187794874549,"AL133516.1","L5 IT"
3.03761629277701e-07,-0.25410739933243,0.258,0.196,0.010381661203824,"ZNF430","L5 IT"
3.05554351589347e-07,-0.363719907972741,0.319,0.248,0.0104429310742691,"C1orf52","L5 IT"
3.08957301424748e-07,-0.275243209179783,0.347,0.274,0.0105592336907936,"ATPSCKMT","L5 IT"
3.12489210634334e-07,-0.35635337661347,0.178,0.128,0.0106799437518496,"RBM15","L5 IT"
3.14004610039365e-07,-0.288902815254211,0.365,0.291,0.0107317355573154,"C1orf61","L5 IT"
3.22551833212171e-07,-0.651533434865416,0.111,0.157,0.0110238540036924,"ST7-AS2","L5 IT"
3.22767795703946e-07,-0.369749321290821,0.461,0.371,0.0110312349537738,"TBC1D23","L5 IT"
3.24275472591153e-07,-0.281471225804394,0.32,0.252,0.0110827628267478,"KDM4A","L5 IT"
3.27095737207886e-07,-0.795373273915061,0.123,0.081,0.0111791510105539,"AC005726.3","L5 IT"
3.31702596862062e-07,-0.517953734466184,0.386,0.307,0.0113365996529547,"VPS4B","L5 IT"
3.33468399291513e-07,-0.732315504591144,0.379,0.414,0.011396949482586,"AL157944.1","L5 IT"
3.35224037692491e-07,-0.585594404933113,0.258,0.198,0.0114569519362163,"TTC9C","L5 IT"
3.44947152875139e-07,0.571301793091656,0.182,0.133,0.0117892588438136,"AC007614.1","L5 IT"
3.50222107228419e-07,-0.463460365235696,0.446,0.356,0.0119695409587457,"STEAP2","L5 IT"
3.50813831745833e-07,-0.551349401524276,0.113,0.073,0.0119897643275773,"FEM1A","L5 IT"
3.52071360112859e-07,0.28486327257904,0.1,0.063,0.0120327428745772,"AC010624.5","L5 IT"
3.54127009683317e-07,-1.1731793991595,0.111,0.156,0.0121029988099467,"GNG12-AS1","L5 IT"
3.55721538344649e-07,-0.262559677208686,0.146,0.101,0.0121574950160051,"NGDN","L5 IT"
3.55755295209951e-07,-0.366611032599674,0.32,0.252,0.0121586487243905,"NRSN2","L5 IT"
3.58749452896666e-07,-0.409772968303626,0.381,0.305,0.0122609800516494,"SLC35A3","L5 IT"
3.62995712683097e-07,-0.44465951477091,0.401,0.322,0.0124061044723702,"BIVM","L5 IT"
3.64319099153233e-07,-0.293729742288822,0.559,0.452,0.01245133385176,"G3BP2","L5 IT"
3.64838713792188e-07,-0.252204068008236,0.411,0.332,0.0124690927212756,"PDCD4","L5 IT"
3.65042599783645e-07,-0.535666927013153,0.135,0.092,0.0124760609328056,"DNAAF2","L5 IT"
3.78667821109844e-07,-0.319037452842383,0.195,0.141,0.0129417301220711,"MFSD12","L5 IT"
3.84875485581115e-07,-0.424029808092701,0.319,0.251,0.0131538894707058,"TOPBP1","L5 IT"
3.84896462514153e-07,-0.61441171809597,0.155,0.107,0.0131546063993462,"TGFB2","L5 IT"
3.84969316127021e-07,-0.481655200274276,0.258,0.197,0.0131570963172732,"STRIP1","L5 IT"
3.86207979761489e-07,-0.253351422468196,0.379,0.303,0.0131994301243084,"ZMYM6","L5 IT"
3.86272709858415e-07,-0.340800008629909,0.232,0.174,0.013201642404831,"CCNK","L5 IT"
3.90837498263559e-07,-0.348316778168633,0.345,0.274,0.0133576531781537,"GINM1","L5 IT"
3.91348396366754e-07,-0.304329214396182,0.461,0.367,0.0133751141426265,"BBS7","L5 IT"
3.93415918539003e-07,-1.07405384198283,0.105,0.149,0.0134457758479075,"LINC00960","L5 IT"
3.9766619343626e-07,-0.355081501630912,0.17,0.122,0.0135910374930711,"JMJD6","L5 IT"
3.99544368644696e-07,-0.270853736978906,0.515,0.419,0.0136552278871698,"ACSL6","L5 IT"
4.02041355021894e-07,-0.376848970412702,0.258,0.195,0.0137405673905833,"DMPK","L5 IT"
4.11524863401528e-07,0.32794285075785,0.141,0.098,0.014064685256474,"AC016727.1","L5 IT"
4.13332386436868e-07,-0.340046090061182,0.252,0.191,0.0141264609712528,"ARL8A","L5 IT"
4.17665098162264e-07,-0.585005767818377,0.156,0.109,0.0142745400598917,"RPS6KB2","L5 IT"
4.1929773187504e-07,-0.398804205026041,0.471,0.371,0.0143303385822933,"TTC13","L5 IT"
4.20233252520937e-07,0.666589428586166,0.103,0.066,0.0143623118714081,"SARDH","L5 IT"
4.2105881946837e-07,-0.539318981408953,0.268,0.205,0.0143905272729705,"RER1","L5 IT"
4.25873365175179e-07,-0.298556249349071,0.303,0.237,0.0145550740015921,"TEX10","L5 IT"
4.2666529547378e-07,0.263961307679362,0.14,0.096,0.0145821398034074,"SIAH2-AS1","L5 IT"
4.30378015965568e-07,-0.32137126475444,0.261,0.201,0.0147090294516552,"AP1S3","L5 IT"
4.36744185431432e-07,-0.28135196745394,0.236,0.18,0.01492660602549,"POLH","L5 IT"
4.3708583910213e-07,-0.291128245482253,0.273,0.209,0.0149382827229935,"ING4","L5 IT"
4.38863346629868e-07,-0.420013670184353,0.467,0.374,0.014999032597769,"TRA2B","L5 IT"
4.51225142428049e-07,-0.276439615732062,0.475,0.387,0.0154215216927634,"CEP57","L5 IT"
4.63249243807193e-07,-0.359767997933695,0.293,0.228,0.0158324694055984,"PRKAA1","L5 IT"
4.65797607799379e-07,-0.281620525187523,0.271,0.207,0.0159195648417594,"MAP7D1","L5 IT"
4.66198281179517e-07,-0.305802024490652,0.275,0.212,0.0159332586558724,"TTC9B","L5 IT"
4.68124164962627e-07,-0.307799387650622,0.584,0.473,0.0159990795859277,"KATNBL1","L5 IT"
4.75193601790212e-07,-0.53746101206206,0.253,0.194,0.0162406917283841,"BAHCC1","L5 IT"
4.82648048804574e-07,-0.253459837588591,0.284,0.223,0.0164954623639939,"DNAJC17","L5 IT"
4.86875127186265e-07,-0.301689724926428,0.347,0.274,0.016639931221845,"PRKCG","L5 IT"
4.88441171661566e-07,-0.282585584258534,0.504,0.402,0.0166934539238773,"UBA6","L5 IT"
4.89169476227255e-07,0.466800065565911,0.114,0.075,0.0167183451890189,"ZNF558","L5 IT"
4.90871284575835e-07,-0.384236693393098,0.217,0.161,0.0167765078929483,"CDV3","L5 IT"
